date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:02:28	2522/2522	---MC-	200	added ('OK')	text/css	date:Wed,%2022%20Jun%202016%2015:02:31%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/overlay.css?cb=iceberg6a150goog-ws-leftcontent30themedefaultstandard	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/overlay1145.css	(from https://sites.google.com/site/saifahmednow/)
11:02:29	2225/2225	---MC-	200	added ('OK')	text/css	date:Wed,%2022%20Jun%202016%2015:02:31%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/allthemes-view.css	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/allthemes-view.css	(from https://sites.google.com/site/saifahmednow/)
11:02:29	23445/23445	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/home	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/home.html	(from https://sites.google.com/site/saifahmednow/)
11:02:30	29421/29421	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/research	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/research.html	(from https://sites.google.com/site/saifahmednow/)
11:02:30	30740/30740	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/publications	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/publications.html	(from https://sites.google.com/site/saifahmednow/)
11:02:30	30727/30727	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/project-works	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/project-works.html	(from https://sites.google.com/site/saifahmednow/)
11:02:31	20884/20884	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/technical-skills	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/technical-skills.html	(from https://sites.google.com/site/saifahmednow/)
11:02:31	22145/22145	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/achievements	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/achievements.html	(from https://sites.google.com/site/saifahmednow/)
11:02:32	19741/19741	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/contact	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/contact.html	(from https://sites.google.com/site/saifahmednow/)
11:02:32	20552/20552	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy.html	(from https://sites.google.com/site/saifahmednow/)
11:02:33	530/530	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:36%20GMT	https://sites.google.com/site/saifahmednow/home/me_hp.jpg?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/home/me_hp.126fb5.delayed	(from https://sites.google.com/site/saifahmednow/)
11:02:33	123168/123168	---M--	200	added ('OK')	image/jpeg	etag:%221438245076875%22	https://4a1ea5ed-a-62cb3a1a-s-sites.googlegroups.com/site/saifahmednow/home/me_hp.jpg?attachauth=ANoY7cqi3doveUMpFTpC9MsB7cveTvHeRAs2dlSvOlSXecO3JnOniVmfDClDqRHgoKMJbMoXZgUL3XWDres0S1QpdsKS4glSmbf2S2WSokhm4UuKasZNVrDl-9mgUdVxNYFGhuP2Da3d61GJwnoBUBmyOabY_0-z7AmzLGPYDHnpFQHpTi3ydeIQfIJTjKxoJY0DHVhT_DTzuIWhJMDQX7ufXEUXa8n6XA%3D%3D&attredirects=0	C:/My%20Web%20Sites/my%20site/4a1ea5ed-a-62cb3a1a-s-sites.googlegroups.com/site/saifahmednow/home/me_hp528b.jpg	(from https://sites.google.com/site/saifahmednow/)
11:02:34	37187/37187	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jun%202016%2015:02:36%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1438245076881/home/me_hp.jpg?height=400&width=300	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1438245076881/home/me_hp6b20.jpg	(from https://sites.google.com/site/saifahmednow/)
11:02:35	29477/29477	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app/pages/recentChanges.html	(from https://sites.google.com/site/saifahmednow/)
11:02:35	11354/11354	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app/pages/reportAbuse	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app/pages/reportAbuse.html	(from https://sites.google.com/site/saifahmednow/)
11:02:36	283707/283707	---MC-	200	added ('OK')	text/javascript	date:Sun,%2012%20Jun%202016%2023:09:10%20GMT	https://ssl.gstatic.com/sites/p/2f468a/system/js/jot_min_view__en.js	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/sites/p/2f468a/system/js/jot_min_view__en.js	(from https://sites.google.com/site/saifahmednow/)
11:02:37	145/145	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2022%20Jun%202016%2015:02:40%20GMT	https://sites.google.com/site/saifahmednow/_/tz	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/tz.18.delayed	(from https://sites.google.com/site/saifahmednow/)
11:02:38	44/44	---M--	200	added ('OK')	image/gif	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/editor/bubble2_tr.gif	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/editor/bubble2_tr.gif	(from https://ssl.gstatic.com/sites/p/2f468a/system/app/css/trogedit.css)
11:02:38	13113/13113	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Jun%202016%2015:02:41%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/images/toolbar-check.gif	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/images/toolbar-check.gif	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:38	259/259	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jun%202016%2015:02:41%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/images/icon-help-kennedy.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/images/icon-help-kennedy.png	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	425/425	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:42%20GMT	https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.1c.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	472/472	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:42%20GMT	https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.1dc521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.1e.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.1fc521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.20.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.21c521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.22.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.23c521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.24.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.25c521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.26.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.27c521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.28.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.29c521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/icon_plusone.2a.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:39	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.2bc521.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:40	419/419	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:43%20GMT	https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/plusbadge.2c.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:40	466/466	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:43%20GMT	https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/plusbadge.png&followup=https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.2d263a.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:40	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/sites/system/app/images/plusbadge.2e.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:40	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/plusbadge.png&followup=https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/my%20site/www.google.com/a/UniversalLogin.2f263a.delayed	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:41	2846/2846	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://ssl.gstatic.com/images/icons/gplus-64.png	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/images/icons/gplus-64.png	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:41	1768/1768	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://ssl.gstatic.com/images/icons/gplus-32.png	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/images/icons/gplus-32.png	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:42	737/737	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://ssl.gstatic.com/images/icons/gplus-16.png	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/images/icons/gplus-16.png	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/editor.css)
11:02:42	105/105	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/ui/v1/menu/checkmark-partial.png	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/ui/v1/menu/checkmark-partial.png	(from https://ssl.gstatic.com/sites/p/2f468a/system/app/themes/iceberg/standard-css-iceberg-ltr-ltr.css)
11:02:43	3827/3827	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jun%202016%2015:02:45%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/images/camelot.png	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/images/camelot.png	(from https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/allthemes-view.css)
11:02:43	585/585	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:46%20GMT	https://sites.google.com/site/saifahmednow/resume/SNS%20Search-Saif%20Ahmed.pdf?attredirects=0&revision=1	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/SNS%20Search-Saif%20Ahmed.35a027.delayed	(from https://sites.google.com/site/saifahmednow/publications)
11:02:45	66/66	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system.html	(from https://sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy)
11:02:45	979301/979301	---MC-	200	added ('OK')	text/javascript	date:Sun,%2012%20Jun%202016%2023:09:10%20GMT	https://ssl.gstatic.com/sites/p/2f468a/system/js/jot_min__en.js	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/sites/p/2f468a/system/js/jot_min__en.js	(from https://sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy)
11:02:45	66/66	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app.html	(from https://sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy)
11:02:46	66/66	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app/pages	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app/pages.html	(from https://sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy)
11:02:46	172/172	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app/pages/sitemap	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app/pages/sitemap.html	(from https://sites.google.com/site/saifahmednow/system/app/pages/sitemap/hierarchy)
11:02:47	28885/28885	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Jun%202016%2015:02:50%20GMT	https://sites.google.com/site/saifahmednow/activity.xml	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/activity.xml	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:47	587/587	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:50%20GMT	https://sites.google.com/site/saifahmednow/resume/Resume_SaifAhmed_May2016.pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Resume_SaifAhmed_May2016.3c6fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:48	54177/54177	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/resume	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume.html	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:48	632/632	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:51%20GMT	https://sites.google.com/site/saifahmednow/resume/Resume_SaifAhmed_(Mar_2016_2pg)_sedaU.pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Resume_SaifAhmed_(Mar_2016_2pg)_sedaU.3e6fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:48	599/599	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:51%20GMT	https://sites.google.com/site/saifahmednow/resume/Saif-Ahmed-FinalTalk-HP-SummerIntern.pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Saif-Ahmed-FinalTalk-HP-SummerIntern.3f6fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:48	0/-1	---M--	302	error ('')			https://sites.google.com/site/saifahmednow/resume/Saif-Ahmed-FinalTalk-HP-SummerIntern.pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Saif-Ahmed-FinalTalk-HP-SummerIntern.406fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:48	0/-1	---M--	302	error ('')			https://sites.google.com/site/saifahmednow/resume/Saif-Ahmed-FinalTalk-HP-SummerIntern.pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Saif-Ahmed-FinalTalk-HP-SummerIntern.416fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:49	647/647	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:52%20GMT	https://sites.google.com/site/saifahmednow/resume/Poster_Ahmed-Saif_(HP%20Labs%20Summer-2015%20Intern).pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Poster_Ahmed-Saif_(HP%20Labs%20Summer-2015%20Intern).426fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:49	650/650	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:52%20GMT	https://sites.google.com/site/saifahmednow/resume/FinalTalk_Ahmed-Saif_(HP%20Labs%20Summer-2015%20Intern).pdf?attredirects=0	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/FinalTalk_Ahmed-Saif_(HP%20Labs%20Summer-2015%20Intern).436fb5.delayed	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:50	31408/31408	---MCZ	200	added ('OK')	text/html	etag:%221466456211315|#public|0|en|||0%22	https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges?offset=25	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/system/app/pages/recentChanges4c30.html	(from https://sites.google.com/site/saifahmednow/system/app/pages/recentChanges)
11:02:51	12233/12233	---MC-	200	added ('OK')	text/css	date:Wed,%2022%20Jun%202016%2015:02:53%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/dashboard.css	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/dashboard.css	(from https://sites.google.com/site/saifahmednow/system/app/pages/reportAbuse)
11:02:51	1021/1021	---MC-	200	added ('OK')	text/css	date:Wed,%2022%20Jun%202016%2015:02:54%20GMT	https://sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/error.css	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/_/rsrc/1465686560000/system/app/css/camelot/error.css	(from https://sites.google.com/site/saifahmednow/system/app/pages/reportAbuse)
11:02:51	577/577	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2022%20Jun%202016%2015:02:54%20GMT	https://sites.google.com/site/saifahmednow/resume/Saif-Ahmed-CV-Jan%202014.pdf?attredirects=0&d=1	C:/My%20Web%20Sites/my%20site/sites.google.com/site/saifahmednow/resume/Saif-Ahmed-CV-Jan%202014.479a1b.delayed	(from https://sites.google.com/site/saifahmednow/resume)
11:02:52	2432/2432	---M--	200	added ('OK')	image/gif	date:Sun,%2012%20Jun%202016%2023:09:10%20GMT	https://ssl.gstatic.com/sites/p/2f468a/system/app/images/spinner.gif	C:/My%20Web%20Sites/my%20site/ssl.gstatic.com/sites/p/2f468a/system/app/images/spinner.gif	(from https://sites.google.com/site/saifahmednow/resume)
